source	target	weight
Eddy covariance	Water content	1
Environmental science	Photosynthesis	12
Environmental science	Stomatal conductance	3
Environmental science	Transpiration	7
Environmental science	Vapour Pressure Deficit	5
Environmental science	Water content	8
Geography	Photosynthesis	2
Geography	Soil science	11
Geography	Soil water	9
Geography	Stomatal conductance	1
Geography	Transpiration	3
Geography	Vapour Pressure Deficit	3
Geography	Water content	6
Meteorology	Photosynthesis	1
Meteorology	Soil science	5
Meteorology	Soil water	3
Meteorology	Stomatal conductance	1
Meteorology	Transpiration	3
Meteorology	Vapour Pressure Deficit	3
Meteorology	Water content	6
Photosynthesis	Precipitation	1
Photosynthesis	Soil science	3
Photosynthesis	Soil water	3
Photosynthesis	Stomatal conductance	3
Photosynthesis	Transpiration	3
Photosynthesis	Vapour Pressure Deficit	3
Photosynthesis	Water content	2
Precipitation	Soil science	4
Precipitation	Soil water	4
Precipitation	Stomatal conductance	1
Precipitation	Transpiration	3
Precipitation	Vapour Pressure Deficit	3
Precipitation	Water content	3
Soil science	Stomatal conductance	3
Soil science	Transpiration	3
Soil science	Vapour Pressure Deficit	3
Soil science	Water content	7
Soil water	Stomatal conductance	2
Soil water	Transpiration	2
Soil water	Vapour Pressure Deficit	2
Soil water	Water content	5
Stomatal conductance	Transpiration	3
Stomatal conductance	Vapour Pressure Deficit	3
Stomatal conductance	Water content	2
Transpiration	Vapour Pressure Deficit	5
Transpiration	Water content	2
Vapour Pressure Deficit	Water content	2
Agronomy	Biodiesel	1
Agronomy	Bioenergy	4
Agronomy	Biofuel	4
Agronomy	Biohydrogen	1
Agronomy	Biomass (ecology)	20
Agronomy	Bioproducts	1
Agronomy	Biorefinery	1
Agronomy	Energy crop	3
Agronomy	Hydrogen production	1
Agronomy	Sorghum	15
Agronomy	Sweet sorghum	6
Biodiesel	Bioenergy	1
Biodiesel	Biofuel	1
Biodiesel	Biohydrogen	1
Biodiesel	Biology	1
Biodiesel	Biomass (ecology)	1
Biodiesel	Bioproducts	1
Biodiesel	Biorefinery	1
Biodiesel	Biotechnology	1
Biodiesel	Chemistry	1
Biodiesel	Energy crop	1
Biodiesel	Environmental science	1
Biodiesel	Hydrogen production	1
Biodiesel	Sorghum	1
Biodiesel	Sweet sorghum	1
Bioenergy	Biofuel	4
Bioenergy	Biohydrogen	1
Bioenergy	Biology	2
Bioenergy	Biomass (ecology)	2
Bioenergy	Bioproducts	1
Bioenergy	Biorefinery	1
Bioenergy	Biotechnology	3
Bioenergy	Chemistry	2
Bioenergy	Energy crop	3
Bioenergy	Environmental science	4
Bioenergy	Hydrogen production	1
Bioenergy	Sorghum	1
Bioenergy	Sweet sorghum	1
Biofuel	Biohydrogen	1
Biofuel	Biology	2
Biofuel	Biomass (ecology)	2
Biofuel	Bioproducts	1
Biofuel	Biorefinery	1
Biofuel	Biotechnology	3
Biofuel	Chemistry	2
Biofuel	Energy crop	3
Biofuel	Environmental science	4
Biofuel	Hydrogen production	1
Biofuel	Sorghum	1
Biofuel	Sweet sorghum	1
Biohydrogen	Biology	1
Biohydrogen	Biomass (ecology)	1
Biohydrogen	Bioproducts	1
Biohydrogen	Biorefinery	1
Biohydrogen	Biotechnology	1
Biohydrogen	Chemistry	1
Biohydrogen	Energy crop	1
Biohydrogen	Environmental science	1
Biohydrogen	Hydrogen production	1
Biohydrogen	Sorghum	1
Biohydrogen	Sweet sorghum	1
Biology	Biomass (ecology)	19
Biology	Bioproducts	1
Biology	Biorefinery	1
Biology	Chemistry	57
Biology	Energy crop	1
Biology	Hydrogen production	1
Biology	Sorghum	15
Biology	Sweet sorghum	6
Biomass (ecology)	Bioproducts	1
Biomass (ecology)	Biorefinery	1
Biomass (ecology)	Biotechnology	2
Biomass (ecology)	Chemistry	6
Biomass (ecology)	Energy crop	1
Biomass (ecology)	Environmental science	12
Biomass (ecology)	Hydrogen production	1
Biomass (ecology)	Sorghum	4
Biomass (ecology)	Sweet sorghum	3
Bioproducts	Biorefinery	1
Bioproducts	Biotechnology	1
Bioproducts	Chemistry	1
Bioproducts	Energy crop	1
Bioproducts	Environmental science	1
Bioproducts	Hydrogen production	1
Bioproducts	Sorghum	1
Bioproducts	Sweet sorghum	1
Biorefinery	Biotechnology	1
Biorefinery	Chemistry	1
Biorefinery	Energy crop	1
Biorefinery	Environmental science	1
Biorefinery	Hydrogen production	1
Biorefinery	Sorghum	1
Biorefinery	Sweet sorghum	1
Biotechnology	Chemistry	4
Biotechnology	Energy crop	3
Biotechnology	Hydrogen production	1
Biotechnology	Sorghum	2
Biotechnology	Sweet sorghum	1
Chemistry	Energy crop	2
Chemistry	Hydrogen production	1
Chemistry	Sorghum	2
Chemistry	Sweet sorghum	2
Energy crop	Environmental science	3
Energy crop	Hydrogen production	1
Energy crop	Sorghum	1
Energy crop	Sweet sorghum	1
Environmental science	Hydrogen production	1
Environmental science	Sorghum	9
Environmental science	Sweet sorghum	1
Hydrogen production	Sorghum	1
Hydrogen production	Sweet sorghum	1
Sorghum	Sweet sorghum	7
Agronomy	Hydrology (agriculture)	9
Agronomy	Phenology	11
Agronomy	Sowing	30
Biology	Hydrology (agriculture)	6
Biology	Phenology	11
Biology	Soil science	16
Biology	Soil water	19
Biology	Sowing	30
Biology	Water content	4
Biomass (ecology)	Geography	3
Biomass (ecology)	Growing season	3
Biomass (ecology)	Hydrology (agriculture)	1
Biomass (ecology)	Mathematics	6
Biomass (ecology)	Meteorology	1
Biomass (ecology)	Phenology	1
Biomass (ecology)	Precipitation	1
Biomass (ecology)	Soil science	3
Biomass (ecology)	Soil water	4
Biomass (ecology)	Sowing	2
Biomass (ecology)	Water content	1
Biomass (ecology)	Yield (engineering)	8
Environmental science	Hydrology (agriculture)	22
Environmental science	Phenology	8
Environmental science	Sowing	25
Geography	Hydrology (agriculture)	11
Geography	Phenology	5
Geography	Sowing	14
Growing season	Hydrology (agriculture)	1
Growing season	Phenology	5
Growing season	Soil science	2
Growing season	Soil water	4
Growing season	Sowing	7
Growing season	Water content	1
Hydrology (agriculture)	Mathematics	3
Hydrology (agriculture)	Meteorology	7
Hydrology (agriculture)	Phenology	2
Hydrology (agriculture)	Precipitation	4
Hydrology (agriculture)	Soil science	8
Hydrology (agriculture)	Soil water	6
Hydrology (agriculture)	Sowing	1
Hydrology (agriculture)	Water content	4
Hydrology (agriculture)	Yield (engineering)	3
Mathematics	Phenology	3
Mathematics	Sowing	12
Mathematics	Water content	2
Meteorology	Phenology	1
Meteorology	Sowing	3
Phenology	Precipitation	2
Phenology	Soil science	1
Phenology	Soil water	1
Phenology	Sowing	5
Phenology	Water content	1
Phenology	Yield (engineering)	4
Precipitation	Sowing	2
Soil science	Sowing	2
Soil science	Yield (engineering)	10
Soil water	Sowing	3
Soil water	Yield (engineering)	11
Sowing	Water content	2
Sowing	Yield (engineering)	23
Water content	Yield (engineering)	2
Agronomy	Chlorophyll	6
Agronomy	Chlorophyll fluorescence	6
Agronomy	Enhanced vegetation index	2
Agronomy	Leaf area index	14
Agronomy	Normalized Difference Vegetation Index	6
Agronomy	Physics	22
Agronomy	Remote sensing	14
Agronomy	Vegetation (pathology)	7
Agronomy	Vegetation Index	2
Atmospheric sciences	Chlorophyll	4
Atmospheric sciences	Chlorophyll fluorescence	7
Atmospheric sciences	Crop yield	2
Atmospheric sciences	Enhanced vegetation index	2
Atmospheric sciences	Leaf area index	4
Atmospheric sciences	Materials science	4
Atmospheric sciences	Normalized Difference Vegetation Index	2
Atmospheric sciences	Physics	9
Atmospheric sciences	Remote sensing	5
Atmospheric sciences	Satellite	3
Atmospheric sciences	Vegetation (pathology)	4
Atmospheric sciences	Vegetation Index	2
Atmospheric sciences	Yield (engineering)	8
Chemistry	Chlorophyll	5
Chemistry	Chlorophyll fluorescence	3
Chemistry	Crop yield	12
Chemistry	Enhanced vegetation index	2
Chemistry	Leaf area index	4
Chemistry	Materials science	10
Chemistry	Normalized Difference Vegetation Index	2
Chemistry	Physics	8
Chemistry	Remote sensing	5
Chemistry	Satellite	2
Chemistry	Vegetation (pathology)	3
Chemistry	Vegetation Index	2
Chemistry	Yield (engineering)	26
Chlorophyll	Chlorophyll fluorescence	5
Chlorophyll	Crop yield	2
Chlorophyll	Enhanced vegetation index	2
Chlorophyll	Environmental science	5
Chlorophyll	Geography	2
Chlorophyll	Leaf area index	2
Chlorophyll	Materials science	3
Chlorophyll	Meteorology	2
Chlorophyll	Normalized Difference Vegetation Index	2
Chlorophyll	Physics	3
Chlorophyll	Remote sensing	4
Chlorophyll	Satellite	2
Chlorophyll	Vegetation (pathology)	3
Chlorophyll	Vegetation Index	2
Chlorophyll	Yield (engineering)	3
Chlorophyll fluorescence	Crop yield	2
Chlorophyll fluorescence	Enhanced vegetation index	2
Chlorophyll fluorescence	Environmental science	8
Chlorophyll fluorescence	Geography	3
Chlorophyll fluorescence	Leaf area index	3
Chlorophyll fluorescence	Materials science	3
Chlorophyll fluorescence	Meteorology	2
Chlorophyll fluorescence	Normalized Difference Vegetation Index	2
Chlorophyll fluorescence	Physics	5
Chlorophyll fluorescence	Remote sensing	4
Chlorophyll fluorescence	Satellite	3
Chlorophyll fluorescence	Vegetation (pathology)	4
Chlorophyll fluorescence	Vegetation Index	2
Chlorophyll fluorescence	Yield (engineering)	3
Crop yield	Enhanced vegetation index	2
Crop yield	Leaf area index	6
Crop yield	Materials science	4
Crop yield	Normalized Difference Vegetation Index	3
Crop yield	Physics	7
Crop yield	Remote sensing	5
Crop yield	Vegetation (pathology)	4
Crop yield	Vegetation Index	2
Enhanced vegetation index	Environmental science	2
Enhanced vegetation index	Geography	2
Enhanced vegetation index	Leaf area index	2
Enhanced vegetation index	Materials science	2
Enhanced vegetation index	Meteorology	2
Enhanced vegetation index	Normalized Difference Vegetation Index	2
Enhanced vegetation index	Physics	2
Enhanced vegetation index	Remote sensing	2
Enhanced vegetation index	Satellite	2
Enhanced vegetation index	Vegetation (pathology)	2
Enhanced vegetation index	Vegetation Index	2
Enhanced vegetation index	Yield (engineering)	2
Environmental science	Leaf area index	12
Environmental science	Normalized Difference Vegetation Index	6
Environmental science	Physics	25
Environmental science	Vegetation (pathology)	8
Environmental science	Vegetation Index	2
Geography	Leaf area index	8
Geography	Materials science	5
Geography	Normalized Difference Vegetation Index	6
Geography	Physics	7
Geography	Vegetation (pathology)	7
Geography	Vegetation Index	2
Leaf area index	Materials science	2
Leaf area index	Meteorology	3
Leaf area index	Normalized Difference Vegetation Index	6
Leaf area index	Physics	6
Leaf area index	Remote sensing	7
Leaf area index	Satellite	3
Leaf area index	Vegetation (pathology)	5
Leaf area index	Vegetation Index	2
Leaf area index	Yield (engineering)	9
Materials science	Meteorology	3
Materials science	Normalized Difference Vegetation Index	2
Materials science	Physics	5
Materials science	Remote sensing	3
Materials science	Satellite	2
Materials science	Vegetation (pathology)	3
Materials science	Vegetation Index	2
Meteorology	Normalized Difference Vegetation Index	3
Meteorology	Physics	3
Meteorology	Remote sensing	5
Meteorology	Vegetation (pathology)	3
Meteorology	Vegetation Index	2
Normalized Difference Vegetation Index	Physics	2
Normalized Difference Vegetation Index	Remote sensing	5
Normalized Difference Vegetation Index	Satellite	3
Normalized Difference Vegetation Index	Vegetation (pathology)	6
Normalized Difference Vegetation Index	Vegetation Index	2
Normalized Difference Vegetation Index	Yield (engineering)	4
Physics	Remote sensing	7
Physics	Satellite	3
Physics	Vegetation (pathology)	2
Physics	Vegetation Index	2
Physics	Yield (engineering)	15
Remote sensing	Satellite	14
Remote sensing	Vegetation (pathology)	7
Remote sensing	Vegetation Index	2
Remote sensing	Yield (engineering)	7
Satellite	Vegetation (pathology)	4
Satellite	Vegetation Index	2
Vegetation (pathology)	Vegetation Index	2
Vegetation (pathology)	Yield (engineering)	6
Vegetation Index	Yield (engineering)	2
Agricultural engineering	Agriculture	22
Agricultural engineering	Agroforestry	14
Agricultural engineering	Agronomy	31
Agricultural engineering	Biology	26
Agricultural engineering	Climate change	3
Agricultural engineering	Crop	19
Agricultural engineering	Crop yield	15
Agricultural engineering	Drought tolerance	1
Agricultural engineering	Ecology	18
Agricultural engineering	Environmental science	39
Agricultural engineering	Sensitivity (control systems)	1
Agricultural engineering	Yield (engineering)	20
Agriculture	Agroforestry	27
Agriculture	Agronomy	51
Agriculture	Biology	58
Agriculture	Crop	39
Agriculture	Crop yield	33
Agriculture	Drought tolerance	2
Agriculture	Sensitivity (control systems)	1
Agriculture	Yield (engineering)	36
Agroforestry	Agronomy	32
Agroforestry	Biology	31
Agroforestry	Climate change	10
